Model,Split,Feature,Importance
LightGBM,Temporal,low_phosphorus_stress,0.0
LightGBM,Temporal,high_conductivity_stress,0.0
LightGBM,Temporal,crop_soil_interaction,4323.0
LightGBM,Temporal,npk_interaction,1926.0
LightGBM,Temporal,geo_cluster,1.0
LightGBM,Temporal,soil_ph_median,0.0
LightGBM,Temporal,npk_nitrogen_median,0.0
LightGBM,Temporal,npk_phosphorus_p2o5_median,0.0
LightGBM,Temporal,npk_potassium_k2o_median,0.0
LightGBM,Temporal,longitude_cos,71.0
LightGBM,Temporal,latitude_cos,7.0
LightGBM,Temporal,previous_crop_1,4.0
LightGBM,Temporal,previous_crop_2,177.0
LightGBM,Temporal,previous_crop_3,0.0
LightGBM,Temporal,previous_crop_4,0.0
LightGBM,Temporal,previous_crop_5,191.0
LightGBM,Temporal,previous_crop_6,0.0
LightGBM,Temporal,previous_crop_7,128.0
LightGBM,Temporal,previous_crop_8,0.0
LightGBM,Temporal,previous_crop_9,37.0
LightGBM,Temporal,previous_crop_10,125.0
LightGBM,Temporal,previous_crop_11,175.0
LightGBM,Temporal,previous_crop_12,15.0
LightGBM,Temporal,previous_crop_13,0.0
LightGBM,Temporal,previous_crop_14,0.0
LightGBM,Temporal,previous_crop_15,0.0
LightGBM,Temporal,previous_crop_16,0.0
LightGBM,Temporal,previous_crop_17,0.0
LightGBM,Temporal,previous_crop_18,0.0
LightGBM,Temporal,previous_crop_19,9.0
LightGBM,Temporal,previous_crop_20,105.0
LightGBM,Temporal,previous_crop_21,0.0
LightGBM,Temporal,previous_crop_22,0.0
LightGBM,Temporal,previous_crop_23,0.0
LightGBM,Temporal,previous_crop_24,24.0
LightGBM,Temporal,previous_crop_25,0.0
LightGBM,Temporal,previous_crop_26,0.0
LightGBM,Temporal,previous_crop_27,0.0
LightGBM,Temporal,previous_crop_28,66.0
LightGBM,Temporal,previous_crop_29,0.0
LightGBM,Temporal,previous_crop_30,627.0
LightGBM,Temporal,previous_crop_31,0.0
LightGBM,Temporal,previous_crop_32,21.0
LightGBM,Temporal,previous_crop_33,0.0
LightGBM,Temporal,previous_crop_34,0.0
LightGBM,Temporal,previous_crop_35,0.0
LightGBM,Temporal,previous_crop_36,0.0
LightGBM,Temporal,previous_crop_37,0.0
LightGBM,Temporal,region_1,39.0
LightGBM,Temporal,region_2,0.0
LightGBM,Temporal,region_3,118.0
LightGBM,Temporal,region_4,2.0
LightGBM,Temporal,region_5,0.0
LightGBM,Temporal,region_6,72.0
LightGBM,Temporal,region_7,0.0
LightGBM,Temporal,province_1,0.0
LightGBM,Temporal,province_2,0.0
LightGBM,Temporal,province_3,0.0
LightGBM,Temporal,province_4,5.0
LightGBM,Temporal,province_5,13.0
LightGBM,Temporal,province_6,83.0
LightGBM,Temporal,province_7,16.0
LightGBM,Temporal,province_8,0.0
LightGBM,Temporal,province_9,351.0
LightGBM,Temporal,province_10,22.0
LightGBM,Temporal,province_11,2.0
LightGBM,Temporal,province_12,18.0
LightGBM,Temporal,province_13,14.0
LightGBM,Temporal,province_14,148.0
LightGBM,Temporal,province_15,69.0
LightGBM,Temporal,province_16,0.0
LightGBM,Temporal,province_17,33.0
LightGBM,Temporal,province_18,0.0
LightGBM,Temporal,province_19,1.0
LightGBM,Temporal,province_20,52.0
LightGBM,Temporal,province_21,60.0
LightGBM,Temporal,province_22,0.0
LightGBM,Temporal,province_23,148.0
LightGBM,Temporal,province_24,0.0
LightGBM,Temporal,province_25,0.0
LightGBM,Temporal,province_26,127.0
LightGBM,Temporal,province_27,14.0
LightGBM,Temporal,province_28,0.0
LightGBM,Temporal,province_29,0.0
LightGBM,Temporal,sub_program_1,0.0
