Model,Split,Feature,Importance
XGBoost,Temporal,region_7,0.0
XGBoost,Temporal,province_1,7.512776846851921e-06
XGBoost,Temporal,province_2,0.0
XGBoost,Temporal,province_3,0.0
XGBoost,Temporal,province_4,0.0008637227001599967
XGBoost,Temporal,province_5,0.00019571349548641592
XGBoost,Temporal,province_6,0.00573976943269372
XGBoost,Temporal,province_7,0.000715575588401407
XGBoost,Temporal,province_8,0.0
XGBoost,Temporal,province_9,0.00015365918807219714
XGBoost,Temporal,province_10,4.5327487896429375e-05
XGBoost,Temporal,province_11,4.6761346311541274e-05
XGBoost,Temporal,province_12,2.8145748729002662e-05
XGBoost,Temporal,province_13,9.549406240694225e-05
XGBoost,Temporal,province_14,0.03596862405538559
XGBoost,Temporal,province_15,0.000927615852560848
XGBoost,Temporal,province_16,0.0
XGBoost,Temporal,province_17,0.0007815496064722538
XGBoost,Temporal,province_18,0.0
XGBoost,Temporal,province_19,0.027952780947089195
XGBoost,Temporal,province_20,0.0020955493673682213
XGBoost,Temporal,province_21,0.0011176075786352158
XGBoost,Temporal,province_22,0.00032933519105426967
XGBoost,Temporal,province_23,0.02750571258366108
XGBoost,Temporal,province_24,0.0
XGBoost,Temporal,province_25,0.0
XGBoost,Temporal,province_26,0.0023961663246154785
XGBoost,Temporal,province_27,0.003992008976638317
XGBoost,Temporal,province_28,0.0
XGBoost,Temporal,province_29,0.0
XGBoost,Temporal,sub_program_1,0.0
RandomForest,Random,growth_season,0.273442074070061
RandomForest,Random,region,0.0022096539730525016
RandomForest,Random,province,0.04029629371990666
RandomForest,Random,longitude,0.03743979386775852
RandomForest,Random,latitude,0.2591138388836828
RandomForest,Random,sub_program,0.0022212581266029224
RandomForest,Random,crop,0.04553383429278034
RandomForest,Random,previous_crop,0.006202728137663753
RandomForest,Random,soil_ph,0.005064326277590431
RandomForest,Random,organic_matter_percent,0.0031455117377207934
RandomForest,Random,phosphorus_ppm,0.012395502807036225
RandomForest,Random,potassium_ppm,0.009627667207400914
RandomForest,Random,electrical_conductivity,0.0032537122614522754
RandomForest,Random,npk_nitrogen,0.005587742437467861
RandomForest,Random,npk_phosphorus_p2o5,0.005405513342543588
RandomForest,Random,npk_potassium_k2o,0.051540402805120976
RandomForest,Random,npk_magnesium_mgo,0.0062178826730770525
RandomForest,Random,npk_calcium_cao,0.005594951026502632
RandomForest,Random,electrical_conductivity_encoded,0.00267291993819074
RandomForest,Random,climate_zone,0.002207959460401148
RandomForest,Random,soil_health_index,0.0071425427498604125
RandomForest,Random,soil_fertility_index,0.010060447672986509
RandomForest,Random,crop_rotation_cycle,0.00035126239980396145
RandomForest,Random,nutrient_availability_index,0.023693488242121082
RandomForest,Random,soil_ph_category,0.0003578563434044811
RandomForest,Random,low_phosphorus_stress,0.00027250762696415395
RandomForest,Random,high_conductivity_stress,8.725079457032122e-06
RandomForest,Random,crop_soil_interaction,0.0069932787287593935
RandomForest,Random,npk_interaction,0.017324964819406794
RandomForest,Random,geo_cluster,1.5014657643711338e-05
RandomForest,Random,soil_ph_median,1.7074431360438796e-05
RandomForest,Random,npk_nitrogen_median,0.0
RandomForest,Random,npk_phosphorus_p2o5_median,2.7764158232839494e-05
RandomForest,Random,npk_potassium_k2o_median,2.156960104638548e-05
RandomForest,Random,longitude_cos,0.005915460395718894
RandomForest,Random,latitude_cos,0.09736964738250252
RandomForest,Random,previous_crop_1,0.00010047008436788704
RandomForest,Random,previous_crop_2,0.0021207103351902233
RandomForest,Random,previous_crop_3,0.0
RandomForest,Random,previous_crop_4,1.3649127292809634e-07
RandomForest,Random,previous_crop_5,0.0007942206642632311
RandomForest,Random,previous_crop_6,0.0
RandomForest,Random,previous_crop_7,0.00021618268837416102
RandomForest,Random,previous_crop_8,3.672537247203546e-05
RandomForest,Random,previous_crop_9,0.00036261745946889867
RandomForest,Random,previous_crop_10,0.0003266431276298775
RandomForest,Random,previous_crop_11,0.0003410144435302332
RandomForest,Random,previous_crop_12,3.63902782611119e-05
RandomForest,Random,previous_crop_13,0.0
RandomForest,Random,previous_crop_14,0.0
RandomForest,Random,previous_crop_15,0.0
RandomForest,Random,previous_crop_16,0.00024491007193778097
RandomForest,Random,previous_crop_17,0.0
RandomForest,Random,previous_crop_18,5.765831955167584e-05
RandomForest,Random,previous_crop_19,0.00017163532065349711
RandomForest,Random,previous_crop_20,0.0009960677659202391
RandomForest,Random,previous_crop_21,1.319736043069134e-06
RandomForest,Random,previous_crop_22,7.421198830787723e-06
RandomForest,Random,previous_crop_23,1.0347089620593688e-05
RandomForest,Random,previous_crop_24,2.474132394739397e-05
RandomForest,Random,previous_crop_25,2.8758660243472343e-05
RandomForest,Random,previous_crop_26,0.0004403704667296845
RandomForest,Random,previous_crop_27,0.0
RandomForest,Random,previous_crop_28,0.0016118365562006012
RandomForest,Random,previous_crop_29,1.6637318971357635e-06
RandomForest,Random,previous_crop_30,0.0010294338629879794
RandomForest,Random,previous_crop_31,7.460023712758339e-09
RandomForest,Random,previous_crop_32,0.00038067361139909427
RandomForest,Random,previous_crop_33,7.457847962978239e-09
RandomForest,Random,previous_crop_34,0.0
RandomForest,Random,previous_crop_35,3.3742100155880376e-06
RandomForest,Random,previous_crop_36,1.520486484958435e-08
RandomForest,Random,previous_crop_37,2.599730429593338e-07
RandomForest,Random,region_1,0.0005447516394239905
RandomForest,Random,region_2,6.577215063789394e-05
RandomForest,Random,region_3,0.003792721132522542
RandomForest,Random,region_4,4.70431396152906e-05
RandomForest,Random,region_5,2.4344890492788933e-05
RandomForest,Random,region_6,0.003492338975070228
RandomForest,Random,region_7,0.0002944943215859572
RandomForest,Random,province_1,0.0
RandomForest,Random,province_2,0.0009413170024277881
RandomForest,Random,province_3,1.2387306093461397e-05
RandomForest,Random,province_4,0.0042415006168524914
RandomForest,Random,province_5,0.0010799196776071843
RandomForest,Random,province_6,0.0004473477316048097
RandomForest,Random,province_7,6.230153628762966e-05
RandomForest,Random,province_8,6.409543223593598e-06
RandomForest,Random,province_9,2.5735995098746835e-05
RandomForest,Random,province_10,0.0005269455940561818
RandomForest,Random,province_11,0.0005632303357426116
RandomForest,Random,province_12,6.933843092088524e-05
RandomForest,Random,province_13,0.0001353016705249284
RandomForest,Random,province_14,0.0025025621075711155
RandomForest,Random,province_15,0.0017296427932957832
RandomForest,Random,province_16,0.00011594938738997185
RandomForest,Random,province_17,0.00044061134618018265
RandomForest,Random,province_18,0.00843530955238078
RandomForest,Random,province_19,0.00010852887398983946
RandomForest,Random,province_20,0.0005710591703975525
RandomForest,Random,province_21,0.000907655264353439
RandomForest,Random,province_22,3.6967995141767886e-05
RandomForest,Random,province_23,0.007205420380260808
RandomForest,Random,province_24,0.0002323292476507928
RandomForest,Random,province_25,3.614901030118978e-05
RandomForest,Random,province_26,0.00036509945248923913
RandomForest,Random,province_27,7.851066903906837e-05
RandomForest,Random,province_28,3.655347208656193e-06
RandomForest,Random,province_29,0.0002958037919867349
RandomForest,Random,sub_program_1,0.0024707596187036342
RandomForest,Temporal,growth_season,0.05770685494615918
RandomForest,Temporal,region,0.0012434260940233578
RandomForest,Temporal,province,0.025920828886757893
RandomForest,Temporal,longitude,0.07873860355795695
RandomForest,Temporal,latitude,0.2855805577495043
RandomForest,Temporal,sub_program,0.00537435776660691
RandomForest,Temporal,crop,0.031516809084793596
RandomForest,Temporal,previous_crop,0.027805800505143526
RandomForest,Temporal,soil_ph,0.01830058121416845
RandomForest,Temporal,organic_matter_percent,0.007766576004691371
RandomForest,Temporal,phosphorus_ppm,0.013892331907716169
RandomForest,Temporal,potassium_ppm,0.021067839794375147
RandomForest,Temporal,electrical_conductivity,0.008703855311658097
RandomForest,Temporal,npk_nitrogen,0.011294375823623998
RandomForest,Temporal,npk_phosphorus_p2o5,0.006688294940503101
RandomForest,Temporal,npk_potassium_k2o,0.005254084941443827
RandomForest,Temporal,npk_magnesium_mgo,0.011365992835263766
RandomForest,Temporal,npk_calcium_cao,0.013607173667371963
RandomForest,Temporal,electrical_conductivity_encoded,0.0053936654523497425
RandomForest,Temporal,climate_zone,0.002477322691574779
RandomForest,Temporal,soil_health_index,0.019152838228285556
RandomForest,Temporal,soil_fertility_index,0.03338364678078335
RandomForest,Temporal,crop_rotation_cycle,0.004646533489309235
RandomForest,Temporal,nutrient_availability_index,0.04174188934025801
RandomForest,Temporal,soil_ph_category,0.0013570695758514083
RandomForest,Temporal,low_phosphorus_stress,0.0007517344050695182
RandomForest,Temporal,high_conductivity_stress,0.0
RandomForest,Temporal,crop_soil_interaction,0.022058983967198298
RandomForest,Temporal,npk_interaction,0.01592719501888052
RandomForest,Temporal,geo_cluster,2.6678402516677952e-05
RandomForest,Temporal,soil_ph_median,0.0001828538103666437
RandomForest,Temporal,npk_nitrogen_median,0.0
RandomForest,Temporal,npk_phosphorus_p2o5_median,0.0005040821751904756
RandomForest,Temporal,npk_potassium_k2o_median,6.178562568728595e-06
RandomForest,Temporal,longitude_cos,0.006305075976484753
RandomForest,Temporal,latitude_cos,0.05971133854352145
RandomForest,Temporal,previous_crop_1,6.421583238433441e-05
RandomForest,Temporal,previous_crop_2,0.006739288081401719
RandomForest,Temporal,previous_crop_3,0.0
RandomForest,Temporal,previous_crop_4,0.0
RandomForest,Temporal,previous_crop_5,0.0068105735124386535
RandomForest,Temporal,previous_crop_6,0.0009521232416940743
RandomForest,Temporal,previous_crop_7,0.0008498541987918184
RandomForest,Temporal,previous_crop_8,0.0
RandomForest,Temporal,previous_crop_9,0.00010341602955945823
RandomForest,Temporal,previous_crop_10,0.0020781012862173343
RandomForest,Temporal,previous_crop_11,0.0006645120613221281
RandomForest,Temporal,previous_crop_12,0.00011419995737222717
RandomForest,Temporal,previous_crop_13,0.0
RandomForest,Temporal,previous_crop_14,0.0
RandomForest,Temporal,previous_crop_15,0.0006010678431925384
RandomForest,Temporal,previous_crop_16,0.0003189544821411859
RandomForest,Temporal,previous_crop_17,0.0
RandomForest,Temporal,previous_crop_18,5.733026528555316e-05
RandomForest,Temporal,previous_crop_19,0.0004111871249866623
RandomForest,Temporal,previous_crop_20,0.0033457253937456202
RandomForest,Temporal,previous_crop_21,0.0
RandomForest,Temporal,previous_crop_22,7.726356909469709e-05
RandomForest,Temporal,previous_crop_23,3.0422057463559804e-05
RandomForest,Temporal,previous_crop_24,3.835981265367855e-05
RandomForest,Temporal,previous_crop_25,3.430690405081559e-06
RandomForest,Temporal,previous_crop_26,0.0016600329354426351
RandomForest,Temporal,previous_crop_27,0.0
RandomForest,Temporal,previous_crop_28,0.0014753318219889614
RandomForest,Temporal,previous_crop_29,0.0
RandomForest,Temporal,previous_crop_30,0.010350204599377032
RandomForest,Temporal,previous_crop_31,3.299689554973006e-05
RandomForest,Temporal,previous_crop_32,0.0005799528205358439
RandomForest,Temporal,previous_crop_33,0.0
RandomForest,Temporal,previous_crop_34,0.0
RandomForest,Temporal,previous_crop_35,0.0
RandomForest,Temporal,previous_crop_36,0.0
RandomForest,Temporal,previous_crop_37,6.399303263969528e-05
RandomForest,Temporal,region_1,0.00027156248292663926
RandomForest,Temporal,region_2,0.0
RandomForest,Temporal,region_3,0.045222494083724994
RandomForest,Temporal,region_4,1.0082971356332133e-05
RandomForest,Temporal,region_5,0.00030506926948004493
RandomForest,Temporal,region_6,0.0022998821398418586
RandomForest,Temporal,region_7,0.0004910605269820051
RandomForest,Temporal,province_1,0.0
RandomForest,Temporal,province_2,0.0
RandomForest,Temporal,province_3,0.0003427978578431499
RandomForest,Temporal,province_4,0.00014028381873195961
RandomForest,Temporal,province_5,5.7708719252455775e-05
RandomForest,Temporal,province_6,0.002179662382324082
RandomForest,Temporal,province_7,0.0006320729767073693
RandomForest,Temporal,province_8,1.0388510130672089e-05
RandomForest,Temporal,province_9,0.00011407466652035243
RandomForest,Temporal,province_10,0.00036156224954114275
RandomForest,Temporal,province_11,0.00019097771746012692
RandomForest,Temporal,province_12,0.00010691799215994756
RandomForest,Temporal,province_13,1.4489940500938649e-05
RandomForest,Temporal,province_14,0.025239563683385497
RandomForest,Temporal,province_15,0.0012117842606998613
RandomForest,Temporal,province_16,0.0
RandomForest,Temporal,province_17,0.007808167283130502
RandomForest,Temporal,province_18,0.0
RandomForest,Temporal,province_19,0.00011471401334353278
RandomForest,Temporal,province_20,0.0007217248637532856
RandomForest,Temporal,province_21,0.001209265423948734
RandomForest,Temporal,province_22,6.598140514737899e-05
RandomForest,Temporal,province_23,0.019565534086479937
RandomForest,Temporal,province_24,4.902205869250851e-05
RandomForest,Temporal,province_25,0.0
RandomForest,Temporal,province_26,0.0007951636847012463
RandomForest,Temporal,province_27,0.0003276097980736224
RandomForest,Temporal,province_28,7.216194532369396e-05
RandomForest,Temporal,province_29,0.0
RandomForest,Temporal,sub_program_1,0.007190250190181206
LightGBM,Random,growth_season,793.0
LightGBM,Random,region,422.0
LightGBM,Random,province,1145.0
LightGBM,Random,longitude,7856.0
LightGBM,Random,latitude,5056.0
LightGBM,Random,sub_program,712.0
LightGBM,Random,crop,357.0
LightGBM,Random,previous_crop,1827.0
LightGBM,Random,soil_ph,1825.0
LightGBM,Random,organic_matter_percent,1207.0
LightGBM,Random,phosphorus_ppm,3540.0
LightGBM,Random,potassium_ppm,4005.0
LightGBM,Random,electrical_conductivity,194.0
LightGBM,Random,npk_nitrogen,1504.0
LightGBM,Random,npk_phosphorus_p2o5,1563.0
LightGBM,Random,npk_potassium_k2o,1491.0
LightGBM,Random,npk_magnesium_mgo,3210.0
LightGBM,Random,npk_calcium_cao,3202.0
LightGBM,Random,electrical_conductivity_encoded,0.0
LightGBM,Random,climate_zone,183.0
LightGBM,Random,soil_health_index,2006.0
LightGBM,Random,soil_fertility_index,2522.0
LightGBM,Random,crop_rotation_cycle,245.0
LightGBM,Random,nutrient_availability_index,5168.0
LightGBM,Random,soil_ph_category,0.0
LightGBM,Random,low_phosphorus_stress,0.0
LightGBM,Random,high_conductivity_stress,0.0
LightGBM,Random,crop_soil_interaction,3669.0
LightGBM,Random,npk_interaction,2925.0
LightGBM,Random,geo_cluster,1.0
LightGBM,Random,soil_ph_median,0.0
LightGBM,Random,npk_nitrogen_median,0.0
LightGBM,Random,npk_phosphorus_p2o5_median,0.0
LightGBM,Random,npk_potassium_k2o_median,0.0
LightGBM,Random,longitude_cos,108.0
LightGBM,Random,latitude_cos,10.0
LightGBM,Random,previous_crop_1,11.0
LightGBM,Random,previous_crop_2,221.0
LightGBM,Random,previous_crop_3,0.0
LightGBM,Random,previous_crop_4,0.0
LightGBM,Random,previous_crop_5,239.0
LightGBM,Random,previous_crop_6,0.0
LightGBM,Random,previous_crop_7,136.0
LightGBM,Random,previous_crop_8,0.0
LightGBM,Random,previous_crop_9,53.0
LightGBM,Random,previous_crop_10,150.0
LightGBM,Random,previous_crop_11,123.0
LightGBM,Random,previous_crop_12,20.0
LightGBM,Random,previous_crop_13,0.0
LightGBM,Random,previous_crop_14,0.0
LightGBM,Random,previous_crop_15,0.0
LightGBM,Random,previous_crop_16,58.0
LightGBM,Random,previous_crop_17,0.0
LightGBM,Random,previous_crop_18,40.0
LightGBM,Random,previous_crop_19,39.0
LightGBM,Random,previous_crop_20,82.0
LightGBM,Random,previous_crop_21,0.0
LightGBM,Random,previous_crop_22,0.0
LightGBM,Random,previous_crop_23,0.0
LightGBM,Random,previous_crop_24,30.0
LightGBM,Random,previous_crop_25,38.0
LightGBM,Random,previous_crop_26,0.0
LightGBM,Random,previous_crop_27,0.0
LightGBM,Random,previous_crop_28,178.0
LightGBM,Random,previous_crop_29,0.0
LightGBM,Random,previous_crop_30,119.0
LightGBM,Random,previous_crop_31,0.0
LightGBM,Random,previous_crop_32,33.0
LightGBM,Random,previous_crop_33,0.0
LightGBM,Random,previous_crop_34,9.0
LightGBM,Random,previous_crop_35,0.0
LightGBM,Random,previous_crop_36,0.0
LightGBM,Random,previous_crop_37,0.0
LightGBM,Random,region_1,47.0
LightGBM,Random,region_2,3.0
LightGBM,Random,region_3,142.0
LightGBM,Random,region_4,5.0
LightGBM,Random,region_5,0.0
LightGBM,Random,region_6,116.0
LightGBM,Random,region_7,0.0
LightGBM,Random,province_1,0.0
LightGBM,Random,province_2,0.0
LightGBM,Random,province_3,0.0
LightGBM,Random,province_4,82.0
LightGBM,Random,province_5,6.0
LightGBM,Random,province_6,76.0
LightGBM,Random,province_7,89.0
LightGBM,Random,province_8,0.0
LightGBM,Random,province_9,0.0
LightGBM,Random,province_10,25.0
LightGBM,Random,province_11,62.0
LightGBM,Random,province_12,47.0
LightGBM,Random,province_13,20.0
LightGBM,Random,province_14,124.0
LightGBM,Random,province_15,141.0
LightGBM,Random,province_16,0.0
LightGBM,Random,province_17,25.0
LightGBM,Random,province_18,29.0
LightGBM,Random,province_19,48.0
LightGBM,Random,province_20,105.0
LightGBM,Random,province_21,149.0
LightGBM,Random,province_22,14.0
LightGBM,Random,province_23,152.0
LightGBM,Random,province_24,45.0
LightGBM,Random,province_25,0.0
LightGBM,Random,province_26,98.0
LightGBM,Random,province_27,25.0
LightGBM,Random,province_28,0.0
LightGBM,Random,province_29,0.0
LightGBM,Random,sub_program_1,0.0
LightGBM,Temporal,growth_season,239.0
LightGBM,Temporal,region,322.0
LightGBM,Temporal,province,1131.0
LightGBM,Temporal,longitude,8734.0
LightGBM,Temporal,latitude,5286.0
LightGBM,Temporal,sub_program,826.0
LightGBM,Temporal,crop,576.0
LightGBM,Temporal,previous_crop,2121.0
LightGBM,Temporal,soil_ph,1554.0
LightGBM,Temporal,organic_matter_percent,829.0
LightGBM,Temporal,phosphorus_ppm,3150.0
LightGBM,Temporal,potassium_ppm,3918.0
LightGBM,Temporal,electrical_conductivity,204.0
LightGBM,Temporal,npk_nitrogen,1064.0
LightGBM,Temporal,npk_phosphorus_p2o5,968.0
LightGBM,Temporal,npk_potassium_k2o,791.0
LightGBM,Temporal,npk_magnesium_mgo,2604.0
LightGBM,Temporal,npk_calcium_cao,3965.0
LightGBM,Temporal,electrical_conductivity_encoded,0.0
LightGBM,Temporal,climate_zone,63.0
LightGBM,Temporal,soil_health_index,1666.0
LightGBM,Temporal,soil_fertility_index,1967.0
LightGBM,Temporal,crop_rotation_cycle,513.0
LightGBM,Temporal,nutrient_availability_index,8070.0
LightGBM,Temporal,soil_ph_category,0.0
